Date,Price
"Oct 03, 2016",1.627
"Oct 02, 2016",1.6
"Sep 30, 2016",1.598
"Sep 29, 2016",1.558
"Sep 28, 2016",1.572
"Sep 27, 2016",1.56
"Sep 26, 2016",1.584
"Sep 25, 2016",1.615
"Sep 24, 2016",1.62
"Sep 23, 2016",1.62
"Sep 22, 2016",1.618
"Sep 21, 2016",1.655
"Sep 20, 2016",1.693
"Sep 19, 2016",1.707
"Sep 18, 2016",1.694
"Sep 17, 2016",1.694
"Sep 16, 2016",1.694
"Sep 15, 2016",1.698
"Sep 14, 2016",1.698
"Sep 13, 2016",1.729
"Sep 12, 2016",1.666
"Sep 11, 2016",1.67
"Sep 09, 2016",1.675
"Sep 08, 2016",1.601
"Sep 07, 2016",1.536
"Sep 06, 2016",1.536
"Sep 05, 2016",1.609
"Sep 02, 2016",1.607
"Sep 01, 2016",1.568
"Aug 31, 2016",1.578
"Aug 30, 2016",1.57
"Aug 29, 2016",1.563
"Aug 28, 2016",1.626
"Aug 26, 2016",1.628
"Aug 25, 2016",1.578
"Aug 24, 2016",1.563
"Aug 23, 2016",1.546
"Aug 22, 2016",1.544
"Aug 21, 2016",1.597
"Aug 19, 2016",1.58
"Aug 18, 2016",1.534
"Aug 17, 2016",1.549
"Aug 16, 2016",1.575
"Aug 15, 2016",1.558
"Aug 14, 2016",1.512
"Aug 13, 2016",1.51
"Aug 12, 2016",1.51
"Aug 11, 2016",1.561
"Aug 10, 2016",1.513
"Aug 09, 2016",1.549
"Aug 08, 2016",1.592
"Aug 07, 2016",1.595
"Aug 06, 2016",1.59
"Aug 05, 2016",1.59
"Aug 04, 2016",1.502
"Aug 03, 2016",1.545
"Aug 02, 2016",1.554
"Aug 01, 2016",1.52
"Jul 31, 2016",1.463
"Jul 29, 2016",1.45
"Jul 28, 2016",1.508
"Jul 27, 2016",1.503
"Jul 26, 2016",1.563
"Jul 25, 2016",1.575
"Jul 24, 2016",1.573
"Jul 22, 2016",1.566
"Jul 21, 2016",1.556
"Jul 20, 2016",1.58
"Jul 19, 2016",1.558
"Jul 18, 2016",1.582
"Jul 17, 2016",1.558
"Jul 15, 2016",1.558
"Jul 14, 2016",1.537
"Jul 13, 2016",1.473
"Jul 12, 2016",1.507
"Jul 11, 2016",1.43
"Jul 10, 2016",1.366
"Jul 08, 2016",1.358
"Jul 07, 2016",1.385
"Jul 06, 2016",1.373
"Jul 05, 2016",1.375
"Jul 04, 2016",1.441
"Jul 01, 2016",1.456
"Jun 30, 2016",1.475
"Jun 29, 2016",1.517
"Jun 28, 2016",1.465
"Jun 27, 2016",1.444
"Jun 26, 2016",1.509
"Jun 24, 2016",1.562
"Jun 23, 2016",1.744
"Jun 22, 2016",1.687
"Jun 21, 2016",1.709
"Jun 20, 2016",1.678
"Jun 19, 2016",1.656
"Jun 17, 2016",1.611
"Jun 16, 2016",1.579
"Jun 15, 2016",1.575
"Jun 14, 2016",1.613
"Jun 13, 2016",1.613
"Jun 12, 2016",1.623
"Jun 10, 2016",1.644
"Jun 09, 2016",1.682
"Jun 08, 2016",1.704
"Jun 07, 2016",1.716
"Jun 06, 2016",1.737
"Jun 05, 2016",1.706
"Jun 03, 2016",1.702
"Jun 02, 2016",1.799
"Jun 01, 2016",1.839
"May 31, 2016",1.851
"May 30, 2016",1.862
"May 27, 2016",1.851
"May 26, 2016",1.83
"May 25, 2016",1.872
"May 24, 2016",1.865
"May 23, 2016",1.835
"May 22, 2016",1.837
"May 20, 2016",1.844
"May 19, 2016",1.847
"May 18, 2016",1.859
"May 17, 2016",1.772
"May 16, 2016",1.757
"May 15, 2016",1.702
"May 13, 2016",1.702
"May 12, 2016",1.748
"May 11, 2016",1.735
"May 10, 2016",1.754
"May 09, 2016",1.751
"May 08, 2016",1.789
"May 06, 2016",1.779
"May 05, 2016",1.742
"May 04, 2016",1.777
"May 03, 2016",1.796
"May 02, 2016",1.872
"May 01, 2016",1.828
"Apr 29, 2016",1.835
"Apr 28, 2016",1.824
"Apr 27, 2016",1.853
"Apr 26, 2016",1.931
"Apr 25, 2016",1.915
"Apr 24, 2016",1.891
"Apr 22, 2016",1.891
"Apr 21, 2016",1.865
"Apr 20, 2016",1.845
"Apr 19, 2016",1.787
"Apr 18, 2016",1.771
"Apr 17, 2016",1.726
"Apr 15, 2016",1.754
"Apr 14, 2016",1.792
"Apr 13, 2016",1.766
"Apr 12, 2016",1.776
"Apr 11, 2016",1.722
"Apr 10, 2016",1.732
"Apr 08, 2016",1.717
"Apr 07, 2016",1.687
"Apr 06, 2016",1.758
"Apr 05, 2016",1.72
"Apr 04, 2016",1.762
"Apr 03, 2016",1.765
"Apr 01, 2016",1.774
"Mar 31, 2016",1.77
"Mar 30, 2016",1.828
"Mar 29, 2016",1.804
"Mar 28, 2016",1.883
"Mar 27, 2016",1.914
"Mar 24, 2016",1.9
"Mar 23, 2016",1.879
"Mar 22, 2016",1.944
"Mar 21, 2016",1.917
"Mar 20, 2016",1.877
"Mar 18, 2016",1.877
"Mar 17, 2016",1.898
"Mar 16, 2016",1.913
"Mar 15, 2016",1.968
"Mar 14, 2016",1.961
"Mar 13, 2016",1.977
"Mar 11, 2016",1.98
"Mar 10, 2016",1.936
"Mar 09, 2016",1.879
"Mar 08, 2016",1.831
"Mar 07, 2016",1.904
"Mar 06, 2016",1.879
"Mar 04, 2016",1.876
"Mar 03, 2016",1.835
"Mar 02, 2016",1.835
"Mar 01, 2016",1.827
"Feb 29, 2016",1.738
"Feb 28, 2016",1.757
"Feb 26, 2016",1.764
"Feb 25, 2016",1.714
"Feb 24, 2016",1.752
"Feb 23, 2016",1.716
"Feb 22, 2016",1.755
"Feb 21, 2016",1.748
"Feb 19, 2016",1.743
"Feb 18, 2016",1.741
"Feb 17, 2016",1.816
"Feb 16, 2016",1.779
"Feb 15, 2016",1.772
"Feb 14, 2016",1.746
"Feb 12, 2016",1.746
"Feb 11, 2016",1.664
"Feb 10, 2016",1.673
"Feb 09, 2016",1.731
"Feb 08, 2016",1.748
"Feb 07, 2016",1.853
"Feb 05, 2016",1.843
"Feb 04, 2016",1.846
"Feb 03, 2016",1.883
"Feb 02, 2016",1.852
"Feb 01, 2016",1.95
"Jan 31, 2016",1.933
"Jan 29, 2016",1.923
"Jan 28, 2016",1.982
"Jan 27, 2016",2.003
"Jan 26, 2016",2.003
"Jan 25, 2016",2.006
"Jan 24, 2016",2.059
"Jan 22, 2016",2.057
"Jan 21, 2016",2.028
"Jan 20, 2016",1.988
"Jan 19, 2016",2.056
"Jan 18, 2016",2.045
"Jan 15, 2016",2.037
"Jan 14, 2016",2.091
"Jan 13, 2016",2.091
"Jan 12, 2016",2.105
"Jan 11, 2016",2.175
"Jan 10, 2016",2.116
"Jan 08, 2016",2.116
"Jan 07, 2016",2.149
"Jan 06, 2016",2.17
"Jan 05, 2016",2.239
"Jan 04, 2016",2.243
"Jan 03, 2016",2.291
"Dec 31, 2015",2.269
"Dec 30, 2015",2.294
"Dec 29, 2015",2.308
"Dec 28, 2015",2.232
"Dec 27, 2015",2.255
"Dec 24, 2015",2.245
"Dec 23, 2015",2.259
"Dec 22, 2015",2.237
"Dec 21, 2015",2.195
"Dec 20, 2015",2.202
"Dec 18, 2015",2.204
"Dec 17, 2015",2.225
"Dec 16, 2015",2.298
"Dec 15, 2015",2.268
"Dec 14, 2015",2.225
"Dec 13, 2015",2.148
"Dec 11, 2015",2.132
"Dec 10, 2015",2.234
"Dec 09, 2015",2.211
"Dec 08, 2015",2.222
"Dec 07, 2015",2.236
"Dec 06, 2015",2.285
"Dec 04, 2015",2.273
"Dec 03, 2015",2.321
"Dec 02, 2015",2.178
"Dec 01, 2015",2.145
"Nov 30, 2015",2.208
"Nov 29, 2015",2.217
"Nov 27, 2015",2.222
"Nov 26, 2015",2.224
"Nov 25, 2015",2.234
"Nov 24, 2015",2.239
"Nov 23, 2015",2.243
"Nov 22, 2015",2.264
"Nov 20, 2015",2.264
"Nov 19, 2015",2.247
"Nov 18, 2015",2.273
"Nov 17, 2015",2.268
"Nov 16, 2015",2.271
"Nov 15, 2015",2.243
"Nov 13, 2015",2.275
"Nov 12, 2015",2.315
"Nov 11, 2015",2.331
"Nov 10, 2015",2.336
"Nov 09, 2015",2.349
"Nov 08, 2015",2.327
"Nov 06, 2015",2.325
"Nov 05, 2015",2.236
"Nov 04, 2015",2.227
"Nov 03, 2015",2.218
"Nov 02, 2015",2.176
"Nov 01, 2015",2.135
"Oct 30, 2015",2.146
"Oct 29, 2015",2.172
"Oct 28, 2015",2.101
"Oct 27, 2015",2.037
"Oct 26, 2015",2.058
"Oct 25, 2015",2.083
"Oct 23, 2015",2.087
"Oct 22, 2015",2.028
"Oct 21, 2015",2.028
"Oct 20, 2015",2.069
"Oct 19, 2015",2.023
"Oct 18, 2015",2.024
"Oct 16, 2015",2.035
"Oct 15, 2015",2.019
"Oct 14, 2015",1.975
"Oct 13, 2015",2.042
"Oct 12, 2015",2.07
"Oct 09, 2015",2.09
"Oct 08, 2015",2.102
"Oct 07, 2015",2.065
"Oct 06, 2015",2.035
"Oct 05, 2015",2.058
"Oct 04, 2015",1.984
"Oct 03, 2015",1.991
"Oct 02, 2015",1.991
"Oct 01, 2015",2.042
"Sep 30, 2015",2.035
"Sep 29, 2015",2.06
"Sep 28, 2015",2.098
"Sep 27, 2015",2.157
"Sep 25, 2015",2.166
"Sep 24, 2015",2.128
"Sep 23, 2015",2.151
"Sep 22, 2015",2.132
"Sep 21, 2015",2.199
"Sep 20, 2015",2.134
"Sep 18, 2015",2.134
"Sep 17, 2015",2.192
"Sep 16, 2015",2.296
"Sep 15, 2015",2.292
"Sep 14, 2015",2.183
"Sep 13, 2015",2.203
"Sep 11, 2015",2.187
"Sep 10, 2015",2.227
"Sep 09, 2015",2.195
"Sep 08, 2015",2.186
"Sep 07, 2015",2.151
"Sep 04, 2015",2.131
"Sep 03, 2015",2.163
"Sep 02, 2015",2.188
"Sep 01, 2015",2.159
"Aug 31, 2015",2.214
"Aug 30, 2015",2.195
"Aug 28, 2015",2.184
"Aug 27, 2015",2.191
"Aug 26, 2015",2.18
"Aug 25, 2015",2.078
"Aug 24, 2015",2.012
"Aug 23, 2015",2.031
"Aug 21, 2015",2.045
"Aug 20, 2015",2.073
"Aug 19, 2015",2.129
"Aug 18, 2015",2.192
"Aug 17, 2015",2.17
"Aug 16, 2015",2.196
"Aug 14, 2015",2.201
"Aug 13, 2015",2.189
"Aug 12, 2015",2.148
"Aug 11, 2015",2.143
"Aug 10, 2015",2.232
"Aug 09, 2015",2.175
"Aug 07, 2015",2.166
"Aug 06, 2015",2.227
"Aug 05, 2015",2.27
"Aug 04, 2015",2.223
"Aug 03, 2015",2.15
"Aug 02, 2015",2.198
"Jul 31, 2015",2.187
"Jul 30, 2015",2.257
"Jul 29, 2015",2.289
"Jul 28, 2015",2.25
"Jul 27, 2015",2.216
"Jul 26, 2015",2.262
"Jul 24, 2015",2.262
"Jul 23, 2015",2.269
"Jul 22, 2015",2.327
"Jul 21, 2015",2.331
"Jul 20, 2015",2.38
"Jul 19, 2015",2.347
"Jul 18, 2015",2.347
"Jul 17, 2015",2.347
"Jul 16, 2015",2.356
"Jul 15, 2015",2.356
"Jul 14, 2015",2.397
"Jul 13, 2015",2.446
"Jul 12, 2015",2.39
"Jul 10, 2015",2.401
"Jul 09, 2015",2.317
"Jul 08, 2015",2.197
"Jul 07, 2015",2.255
"Jul 06, 2015",2.29
"Jul 05, 2015",2.272
"Jul 02, 2015",2.386
"Jul 01, 2015",2.427
"Jun 30, 2015",2.349
"Jun 29, 2015",2.328
"Jun 28, 2015",2.304
"Jun 26, 2015",2.474
"Jun 25, 2015",2.412
"Jun 24, 2015",2.373
"Jun 23, 2015",2.414
"Jun 22, 2015",2.374
"Jun 21, 2015",2.288
"Jun 19, 2015",2.261
"Jun 18, 2015",2.334
"Jun 17, 2015",2.32
"Jun 16, 2015",2.309
"Jun 15, 2015",2.36
"Jun 14, 2015",2.35
"Jun 12, 2015",2.39
"Jun 11, 2015",2.381
"Jun 10, 2015",2.486
"Jun 09, 2015",2.442
"Jun 08, 2015",2.382
"Jun 07, 2015",2.413
