DATE,M2
2012-04-30,9885.8
2012-05-07,9899.9
2012-05-14,9897.0
2012-05-21,9905.6
2012-05-28,9906.3
2012-06-04,9920.0
2012-06-11,9971.9
2012-06-18,9974.9
2012-06-25,9980.9
2012-07-02,10008.1
2012-07-09,10030.4
2012-07-16,10050.4
2012-07-23,10047.5
2012-07-30,10065.8
2012-08-06,10078.8
2012-08-13,10115.5
2012-08-20,10112.4
2012-08-27,10134.2
2012-09-03,10162.3
2012-09-10,10179.8
2012-09-17,10200.6
2012-09-24,10197.2
2012-10-01,10246.2
2012-10-08,10244.3
2012-10-15,10251.3
2012-10-22,10243.6
2012-10-29,10287.7
2012-11-05,10336.2
2012-11-12,10306.5
2012-11-19,10296.9
2012-11-26,10321.7
2012-12-03,10361.5
2012-12-10,10392.4
2012-12-17,10441.4
2012-12-24,10471.2
2012-12-31,10514.7
2013-01-07,10499.6
2013-01-14,10473.5
2013-01-21,10454.2
2013-01-28,10464.7
2013-02-04,10459.2
2013-02-11,10473.5
2013-02-18,10454.9
2013-02-25,10467.9
2013-03-04,10502.4
2013-03-11,10513.3
2013-03-18,10530.2
2013-03-25,10548.9
2013-04-01,10597.5
2013-04-08,10564.9
2013-04-15,10575.4
2013-04-22,10570.9
2013-04-29,10584.5
2013-05-06,10592.8
2013-05-13,10607.2
2013-05-20,10604.1
2013-05-27,10622.6
2013-06-03,10640.6
2013-06-10,10659.2
2013-06-17,10659.2
2013-06-24,10654.6
2013-07-01,10707.7
2013-07-08,10683.9
2013-07-15,10710.4
2013-07-22,10737.2
2013-07-29,10747.6
2013-08-05,10759.0
2013-08-12,10773.7
2013-08-19,10763.4
2013-08-26,10795.7
2013-09-02,10812.9
2013-09-09,10805.2
2013-09-16,10805.9
2013-09-23,10841.5
2013-09-30,10883.8
2013-10-07,10891.3
2013-10-14,10929.8
2013-10-21,10989.6
2013-10-28,10969.4
2013-11-04,10951.3
2013-11-11,10932.3
2013-11-18,10937.9
2013-11-25,10967.3
2013-12-02,10986.3
2013-12-09,11002.4
2013-12-16,11008.5
2013-12-23,11030.1
2013-12-30,11028.2
2014-01-06,11036.0
2014-01-13,11035.6
2014-01-20,11064.7
2014-01-27,11105.4
2014-02-03,11100.7
2014-02-10,11137.5
2014-02-17,11166.5
2014-02-24,11162.9
2014-03-03,11149.8
2014-03-10,11168.7
2014-03-17,11186.9
2014-03-24,11210.7
2014-03-31,11213.1
2014-04-07,11216.7
2014-04-14,11238.5
2014-04-21,11236.9
2014-04-28,11284.5
2014-05-05,11285.6
2014-05-12,11296.2
2014-05-19,11298.1
2014-05-26,11334.4
2014-06-02,11364.6
2014-06-09,11347.7
2014-06-16,11356.1
2014-06-23,11371.9
2014-06-30,11392.1
2014-07-07,11384.9
2014-07-14,11415.1
2014-07-21,11441.2
2014-07-28,11457.5
2014-08-04,11459.1
2014-08-11,11436.9
2014-08-18,11450.4
2014-08-25,11464.6
2014-09-01,11479.3
2014-09-08,11468.9
2014-09-15,11484.2
2014-09-22,11496.8
2014-09-29,11515.3
2014-10-06,11531.0
2014-10-13,11527.7
2014-10-20,11556.8
2014-10-27,11591.8
2014-11-03,11552.5
2014-11-10,11581.9
2014-11-17,11583.5
2014-11-24,11596.1
2014-12-01,11627.0
2014-12-08,11642.6
2014-12-15,11663.7
2014-12-22,11682.8
2014-12-29,11695.8
2015-01-05,11678.6
2015-01-12,11704.5
2015-01-19,11714.4
2015-01-26,11760.4
2015-02-02,11817.6
2015-02-09,11827.0
2015-02-16,11844.7
2015-02-23,11875.1
2015-03-02,11881.8
2015-03-09,11855.3
2015-03-16,11862.4
2015-03-23,11867.6
2015-03-30,11881.4
2015-04-06,11909.1
2015-04-13,11919.8
2015-04-20,11921.9
2015-04-27,11913.8
2015-05-04,11915.7
2015-05-11,11928.1
2015-05-18,11940.5
2015-05-25,11966.0
2015-06-01,11979.6
2015-06-08,11959.4
2015-06-15,11970.0
2015-06-22,12009.3
2015-06-29,12028.6
2015-07-06,12046.8
2015-07-13,12035.7
2015-07-20,12040.6
2015-07-27,12058.0
2015-08-03,12047.7
2015-08-10,12067.7
2015-08-17,12097.8
2015-08-24,12115.3
2015-08-31,12128.5
2015-09-07,12128.2
2015-09-14,12150.1
2015-09-21,12176.0
2015-09-28,12161.2
2015-10-05,12155.7
2015-10-12,12153.9
2015-10-19,12159.9
2015-10-26,12220.5
2015-11-02,12261.3
2015-11-09,12263.7
2015-11-16,12275.6
2015-11-23,12290.3
2015-11-30,12285.8
2015-12-07,12296.1
2015-12-14,12314.7
2015-12-21,12365.4
2015-12-28,12363.9
2016-01-04,12347.7
2016-01-11,12445.3
2016-01-18,12456.3
2016-01-25,12497.2
2016-02-01,12520.9
2016-02-08,12492.6
2016-02-15,12532.6
2016-02-22,12557.3
2016-02-29,12554.3
2016-03-07,12559.4
2016-03-14,12564.1
2016-03-21,12598.3
2016-03-28,12639.1
2016-04-04,12643.7
2016-04-11,12653.7
2016-04-18,12673.9
2016-04-25,12713.0
2016-05-02,12738.2
2016-05-09,12739.7
2016-05-16,12746.4
2016-05-23,12766.3
2016-05-30,12753.2
2016-06-06,12770.5
2016-06-13,12817.6
2016-06-20,12834.9
2016-06-27,12840.8
2016-07-04,12837.8
2016-07-11,12849.2
2016-07-18,12873.9
2016-07-25,12903.0
2016-08-01,12928.8
2016-08-08,12946.4
2016-08-15,12955.0
2016-08-22,12981.8
2016-08-29,12986.8
2016-09-05,12997.9
2016-09-12,13032.0
2016-09-19,13029.5
2016-09-26,13047.4
2016-10-03,13048.4
2016-10-10,13102.3
2016-10-17,13098.1
2016-10-24,13110.1
2016-10-31,13135.6
2016-11-07,13128.4
2016-11-14,13170.0
2016-11-21,13210.2
2016-11-28,13200.3
2016-12-05,13198.5
2016-12-12,13200.4
2016-12-19,13210.9
2016-12-26,13215.7
2017-01-02,13224.8
2017-01-09,13262.6
2017-01-16,13281.5
2017-01-23,13298.1
2017-01-30,13299.3
2017-02-06,13317.1
2017-02-13,13325.6
2017-02-20,13338.8
2017-02-27,13372.2
2017-03-06,13366.9
2017-03-13,13400.5
2017-03-20,13413.7
2017-03-27,13426.0
2017-04-03,13421.5
2017-04-10,13455.6
2017-04-17,13458.6
2017-04-24,13483.4
2017-05-01,13510.5
2017-05-08,13493.9
2017-05-15,13504.5
2017-05-22,13536.4
2017-05-29,13545.5
2017-06-05,13536.8
2017-06-12,13539.9
2017-06-19,13543.6
2017-06-26,13574.4
2017-07-03,13558.5
2017-07-10,13602.8
2017-07-17,13614.2
2017-07-24,13628.7
2017-07-31,13643.5
2017-08-07,13647.6
2017-08-14,13647.9
2017-08-21,13682.8
2017-08-28,13697.3
2017-09-04,13690.0
2017-09-11,13703.3
2017-09-18,13704.6
2017-09-25,13729.6
2017-10-02,13756.6
2017-10-09,13781.6
2017-10-16,13769.6
2017-10-23,13777.7
2017-10-30,13791.4
2017-11-06,13794.7
2017-11-13,13800.9
2017-11-20,13802.0
2017-11-27,13833.1
2017-12-04,13822.0
2017-12-11,13853.6
2017-12-18,13871.8
2017-12-25,13848.1
2018-01-01,13851.4
2018-01-08,13852.0
2018-01-15,13862.0
2018-01-22,13871.2
2018-01-29,13884.5
2018-02-05,13885.2
2018-02-12,13877.2
2018-02-19,13879.6
2018-02-26,13908.5
2018-03-05,13927.3
2018-03-12,13928.5
2018-03-19,13926.8
2018-03-26,13958.2
2018-04-02,13969.7
2018-04-09,13959.2
2018-04-16,13967.7
2018-04-23,13986.6
2018-04-30,13994.6
2018-05-07,14002.3
2018-05-14,14019.5
2018-05-21,14043.8
2018-05-28,14070.4
2018-06-04,14078.5
2018-06-11,14090.7
2018-06-18,14109.6
2018-06-25,14119.7
2018-07-02,14135.9
2018-07-09,14131.1
2018-07-16,14148.2
2018-07-23,14159.0
2018-07-30,14159.8
2018-08-06,14154.5
2018-08-13,14176.9
2018-08-20,14190.6
2018-08-27,14217.8
2018-09-03,14222.6
2018-09-10,14200.2
2018-09-17,14217.8
2018-09-24,14237.1
2018-10-01,14250.8
2018-10-08,14224.7
2018-10-15,14239.1
2018-10-22,14260.1
2018-10-29,14263.6
2018-11-05,14241.0
2018-11-12,14237.7
2018-11-19,14261.2
2018-11-26,14279.5
2018-12-03,14321.3
2018-12-10,14330.9
2018-12-17,14335.7
2018-12-24,14400.8
2018-12-31,14424.8
2019-01-07,14410.0
2019-01-14,14428.4
2019-01-21,14436.9
2019-01-28,14492.1
2019-02-04,14461.6
2019-02-11,14469.1
2019-02-18,14444.9
2019-02-25,14462.6
2019-03-04,14474.6
2019-03-11,14484.6
2019-03-18,14474.2
2019-03-25,14507.6
2019-04-01,14545.8
2019-04-08,14522.0
2019-04-15,14540.5
2019-04-22,14516.2
2019-04-29,14567.2
2019-05-06,14584.9
2019-05-13,14586.2
2019-05-20,14630.4
2019-05-27,14676.1
2019-06-03,14703.0
2019-06-10,14742.8
2019-06-17,14768.1
2019-06-24,14785.1
2019-07-01,14830.9
2019-07-08,14829.0
2019-07-15,14820.9
2019-07-22,14870.5
2019-07-29,14903.0
2019-08-05,14922.7
2019-08-12,14921.7
2019-08-19,14915.7
2019-08-26,14932.2
2019-09-02,14970.8
2019-09-09,14981.4
2019-09-16,14989.2
2019-09-23,15056.5
2019-09-30,15104.5
2019-10-07,15145.5
2019-10-14,15160.7
2019-10-21,15203.8
